품목명,규격_단위,규격,가격,기준일자
찜질방이용료(성인),1회,고아읍,8750,2023-06-25
찜질방이용료(성인),1회,도량동+선주원남동,10240,2023-06-25
찜질방이용료(성인),1회,상모사곡동+임오동,12200,2023-06-25
찜질방이용료(성인),1회,선산읍,11600,2023-06-25
찜질방이용료(성인),1회,송정동+형곡동,12600,2023-06-25
찜질방이용료(성인),1회,양포동+산동읍,10000,2023-06-25
찜질방이용료(성인),1회,원평동+신평동,9200,2023-06-25
찜질방이용료(성인),1회,인동동+진미동,10500,2023-06-25
찜질방이용료(성인),1회,평균,10636,2025-01-31
참기름,1병(320ml),고아읍,8950,2023-06-25
참기름,1병(320ml),도량동+선주원남동,6500,2023-06-25
참기름,1병(320ml),상모사곡동+임오동,7800,2023-06-25
참기름,1병(320ml),선산읍,9400,2023-06-25
참기름,1병(320ml),송정동+형곡동,5480,2023-06-25
참기름,1병(320ml),양포동+산동읍,8480,2023-06-25
참기름,1병(320ml),원평동+신평동,8980,2023-06-25
참기름,1병(320ml),인동동+진미동,9600,2023-06-25
참기름,1병(320ml),평균,8149,2025-01-31
치킨,튀김통닭 1마리,고아읍,7000,2023-06-25
치킨,튀김통닭 1마리,도량동+선주원남동,7000,2023-06-25
치킨,튀김통닭 1마리,상모사곡동+임오동,7000,2023-06-25
치킨,튀김통닭 1마리,선산읍,7500,2023-06-25
치킨,튀김통닭 1마리,송정동+형곡동,7000,2023-06-25
치킨,튀김통닭 1마리,양포동+산동읍,7000,2023-06-25
치킨,튀김통닭 1마리,원평동+신평동,7000,2023-06-25
치킨,튀김통닭 1마리,인동동+진미동,7000,2023-06-25
치킨,튀김통닭 1마리,평균,7063,2025-01-31
칼국수,1그릇,고아읍,20000,2023-06-25
칼국수,1그릇,도량동+선주원남동,25000,2023-06-25
칼국수,1그릇,상모사곡동+임오동,20000,2023-06-25
칼국수,1그릇,선산읍,21000,2023-06-25
칼국수,1그릇,송정동+형곡동,25000,2023-06-25
칼국수,1그릇,양포동+산동읍,23000,2023-06-25
칼국수,1그릇,원평동+신평동,20000,2023-06-25
칼국수,1그릇,인동동+진미동,18000,2023-06-25
칼국수,1그릇,평균,21500,2025-01-31
커피(커피숍),1잔,고아읍,14000,2023-06-25
커피(커피숍),1잔,도량동+선주원남동,11000,2023-06-25
커피(커피숍),1잔,상모사곡동+임오동,12700,2023-06-25
커피(커피숍),1잔,선산읍,11540,2023-06-25
커피(커피숍),1잔,송정동+형곡동,10600,2023-06-25
커피(커피숍),1잔,양포동+산동읍,15380,2023-06-25
커피(커피숍),1잔,원평동+신평동,16150,2023-06-25
커피(커피숍),1잔,인동동+진미동,14200,2023-06-25
커피(커피숍),1잔,평균,13196,2025-01-31
콘도이용료,25평_1일,고아읍,7000,2023-06-25
콘도이용료,25평_1일,도량동+선주원남동,11000,2023-06-25
콘도이용료,25평_1일,상모사곡동+임오동,9500,2023-06-25
콘도이용료,25평_1일,선산읍,10000,2023-06-25
콘도이용료,25평_1일,송정동+형곡동,7500,2023-06-25
콘도이용료,25평_1일,양포동+산동읍,10000,2023-06-25
콘도이용료,25평_1일,원평동+신평동,11600,2023-06-25
콘도이용료,25평_1일,인동동+진미동,8000,2023-06-25
콘도이용료,25평_1일,평균,9325,2025-01-31
콩,1kg,고아읍,4000,2023-06-25
콩,1kg,도량동+선주원남동,3500,2023-06-25
콩,1kg,상모사곡동+임오동,4000,2023-06-25
콩,1kg,선산읍,4000,2023-06-25
콩,1kg,송정동+형곡동,4000,2023-06-25
콩,1kg,양포동+산동읍,4500,2023-06-25
콩,1kg,원평동+신평동,4500,2023-06-25
콩,1kg,인동동+진미동,3500,2023-06-25
콩,1kg,평균,4000,2025-01-31
탕수육,1그릇,고아읍,5000,2023-06-25
탕수육,1그릇,도량동+선주원남동,5300,2023-06-25
탕수육,1그릇,상모사곡동+임오동,4700,2023-06-25
탕수육,1그릇,선산읍,4500,2023-06-25
탕수육,1그릇,송정동+형곡동,3900,2023-06-25
탕수육,1그릇,양포동+산동읍,3900,2023-06-25
탕수육,1그릇,원평동+신평동,4900,2023-06-25
탕수육,1그릇,인동동+진미동,4000,2023-06-25
탕수육,1그릇,평균,4525,2025-01-31
택배수수료,무게20kg 서울,고아읍,15000,2023-06-25
택배수수료,무게20kg 서울,도량동+선주원남동,15000,2023-06-25
택배수수료,무게20kg 서울,상모사곡동+임오동,20000,2023-06-25
택배수수료,무게20kg 서울,선산읍,18000,2023-06-25
택배수수료,무게20kg 서울,송정동+형곡동,20000,2023-06-25
택배수수료,무게20kg 서울,양포동+산동읍,17000,2023-06-25
택배수수료,무게20kg 서울,원평동+신평동,18000,2023-06-25
택배수수료,무게20kg 서울,인동동+진미동,20000,2023-06-25
택배수수료,무게20kg 서울,평균,17875,2025-01-31
파,1kg,고아읍,1320,2023-06-25
파,1kg,도량동+선주원남동,1500,2023-06-25
파,1kg,상모사곡동+임오동,1800,2023-06-25
파,1kg,선산읍,2200,2023-06-25
파,1kg,송정동+형곡동,3200,2023-06-25
파,1kg,양포동+산동읍,2700,2023-06-25
파,1kg,원평동+신평동,1320,2023-06-25
파,1kg,인동동+진미동,2200,2023-06-25
파,1kg,평균,2030,2025-01-31
피자,1개,고아읍,9000,2023-06-25
피자,1개,도량동+선주원남동,10000,2023-06-25
피자,1개,상모사곡동+임오동,7000,2023-06-25
피자,1개,선산읍,10000,2023-06-25
피자,1개,송정동+형곡동,7000,2023-06-25
피자,1개,양포동+산동읍,8000,2023-06-25
피자,1개,원평동+신평동,6300,2023-06-25
피자,1개,인동동+진미동,9000,2023-06-25
피자,1개,평균,8288,2025-01-31
햄버거,1개,고아읍,89880,2023-06-25
햄버거,1개,도량동+선주원남동,120000,2023-06-25
햄버거,1개,상모사곡동+임오동,86840,2023-06-25
햄버거,1개,선산읍,150000,2023-06-25
햄버거,1개,송정동+형곡동,80916,2023-06-25
햄버거,1개,양포동+산동읍,90700,2023-06-25
햄버거,1개,원평동+신평동,104290,2023-06-25
햄버거,1개,인동동+진미동,97995,2023-06-25
햄버거,1개,평균,102578,2025-01-31
